Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions,Price_per_Transaction,HighDemand,PriceTier,Freehold_Flag,Is_Central,Log_Median_Price,Log_Median_PSF,Area_Transaction_Intensity,State_Price_Tier,Township_Uniqueness_Index,Price_to_PSF_Ratio,Tenure_Type_Interaction,Is_Capital_City,Transaction_Volume_Flag
TAMAN KRUBONG PERDANA,Krubong,Melaka,Freehold,"Bungalow, Terrace House",443800.0,317.0,19,22190.0,1,Medium,1,0,13.00313154274533,5.762051382780177,Low,Tier 3: Low-Cost State,2,1400.0,"Freehold_Bungalow, Terrace House",0,Medium_Volume
SETIA INDAH 9,Setia Alam,Selangor,Freehold,Terrace House,1050000.0,608.0,19,52500.0,1,High,1,0,13.864301674514206,6.411818267709897,Medium,Tier 1: High-Cost State,2,1726.9736842105262,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT SENDAYAN,Bandar Sri Sendayan,Negeri Sembilan,Leasehold,Terrace House,250000.0,192.0,19,12500.0,1,Low,0,0,12.429220196836383,5.262690188904886,Low,Tier 2: Medium-Cost State,2,1302.0833333333333,Leasehold_Terrace House,0,Medium_Volume
TAMAN SENAI UTAMA,Kulai,Johor,Freehold,Terrace House,420000.0,260.0,19,21000.0,1,Medium,1,0,12.948012371209098,5.564520407322694,High,Tier 1: High-Cost State,2,1615.3846153846155,Freehold_Terrace House,0,Medium_Volume
TAMAN MEGAH JAYA,Tawau,Sabah,Leasehold,"Terrace House, Semi D",400000.0,220.0,19,20000.0,1,Low,0,0,12.899222326086994,5.3981627015177525,Low,Tier 3: Low-Cost State,2,1818.1818181818182,"Leasehold_Terrace House, Semi D",0,Medium_Volume
TAMAN DESA PALMA,Tebrau,Johor,Freehold,Terrace House,577150.0,372.0,19,28857.5,1,High,1,0,13.265859209693382,5.921578419643816,High,Tier 1: High-Cost State,2,1551.478494623656,Freehold_Terrace House,0,Medium_Volume
BUKIT BANDARAYA,Bangsar,Kuala Lumpur,Freehold,"Bungalow, Terrace House",2500000.0,751.0,19,125000.0,1,High,1,0,14.731801689838349,6.62273632394984,Low,Tier 1: High-Cost State,2,3328.894806924101,"Freehold_Bungalow, Terrace House",1,Medium_Volume
TAMAN CHAI LENG,Perai,Penang,Freehold,Terrace House,490000.0,265.0,19,24500.0,1,Medium,1,0,13.102162710901053,5.583496308781699,Medium,Tier 2: Medium-Cost State,2,1849.0566037735848,Freehold_Terrace House,0,Medium_Volume
TAMAN SELAYANG JAYA,Selayang,Selangor,Freehold,Terrace House,680000.0,551.0,19,34000.0,1,High,1,0,13.429849547739444,6.313548046277095,Low,Tier 1: High-Cost State,2,1234.119782214156,Freehold_Terrace House,0,Medium_Volume
TAMAN ANGGUN,Rawang,Selangor,Freehold,Terrace House,837000.0,409.0,19,41850.0,1,High,1,0,13.637580544214028,6.016157159698354,Medium,Tier 1: High-Cost State,2,2046.4547677261614,Freehold_Terrace House,0,Medium_Volume
TAMAN SERI AMAN,Masjid Tanah,Melaka,Freehold,Terrace House,200000.0,142.0,19,10000.0,1,Low,1,0,12.206077645517674,4.962844630259907,Low,Tier 3: Low-Cost State,2,1408.4507042253522,Freehold_Terrace House,0,Medium_Volume
TAMAN KLUANG INDAH,Kluang,Johor,Freehold,Terrace House,250000.0,209.0,19,12500.0,1,Low,1,0,12.429220196836383,5.3471075307174685,High,Tier 1: High-Cost State,2,1196.1722488038276,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI MAWAR I,Seremban,Negeri Sembilan,Freehold,Terrace House,250000.0,182.0,19,12500.0,1,Low,1,0,12.429220196836383,5.209486152841421,Medium,Tier 2: Medium-Cost State,2,1373.6263736263736,Freehold_Terrace House,0,Medium_Volume
TAMAN SAUJANA INDAH,Bukit Katil,Melaka,Freehold,"Terrace House, Semi D, Town House",315000.0,194.0,19,15750.0,1,Low,1,0,12.660331092405906,5.272999558563747,Medium,Tier 3: Low-Cost State,2,1623.7113402061855,"Freehold_Terrace House, Semi D, Town House",0,Medium_Volume
TAMAN MUDA,Ampang,Selangor,Leasehold,Terrace House,500000.0,590.0,19,25000.0,1,High,0,0,13.122365377402328,6.3818160174060985,Medium,Tier 1: High-Cost State,2,847.457627118644,Leasehold_Terrace House,0,Medium_Volume
SEKSYEN 3 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,590000.0,357.0,19,29500.0,1,Medium,0,0,13.28787951079572,5.8805329864007,Medium,Tier 1: High-Cost State,2,1652.6610644257703,Leasehold_Terrace House,0,Medium_Volume
TAMAN CHERAS JAYA,Balakong,Selangor,Leasehold,Terrace House,425000.0,249.0,19,21250.0,1,Medium,0,0,12.959846800844963,5.521460917862246,Low,Tier 1: High-Cost State,2,1706.8273092369477,Leasehold_Terrace House,0,Medium_Volume
KOTA WARISAN,Dengkil,Selangor,Freehold,"Semi D, Terrace House",500000.0,260.0,19,25000.0,1,Medium,1,0,13.122365377402328,5.564520407322694,Medium,Tier 1: High-Cost State,2,1923.076923076923,"Freehold_Semi D, Terrace House",0,Medium_Volume
TAMAN PUTERI,Kluang,Johor,Freehold,Terrace House,160000.0,128.0,19,8000.0,1,Low,1,0,11.982935344196433,4.859812404361672,High,Tier 1: High-Cost State,3,1250.0,Freehold_Terrace House,0,Medium_Volume
TAMAN MALIHAH,Kuching,Sarawak,Leasehold,Terrace House,248000.0,133.0,19,12400.0,1,Low,0,0,12.421188057397055,4.897839799950911,Medium,Tier 2: Medium-Cost State,2,1864.6616541353383,Leasehold_Terrace House,0,Medium_Volume
Arcoris Residences,Mont Kiara,Kuala Lumpur,Freehold,Service Residence,1010000.0,1106.0,19,50500.0,1,High,1,0,13.825461878915961,7.009408932708637,Medium,Tier 1: High-Cost State,2,913.2007233273056,Freehold_Service Residence,1,Medium_Volume
Putri Ria Apartment,Masai,Johor,Freehold,Apartment,265000.0,281.0,19,13250.0,1,Medium,1,0,12.487488878546145,5.641907070938114,Medium,Tier 1: High-Cost State,2,943.0604982206406,Freehold_Apartment,0,Medium_Volume
Sky View,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,410000.0,515.0,19,20500.0,1,High,1,0,12.923914877701906,6.246106765481563,High,Tier 1: High-Cost State,2,796.1165048543689,Freehold_Service Residence,0,Medium_Volume
Taman Setia Jaya,Alor Setar,Kedah,Freehold,Flat,68000.0,124.0,19,3400.0,1,Low,1,0,11.127277689932466,4.8283137373023015,Low,Tier 3: Low-Cost State,2,548.3870967741935,Freehold_Flat,0,Medium_Volume
28 Mont Kiara @ MK28,Mont Kiara,Kuala Lumpur,Freehold,Condominium,2050000.0,756.0,19,102500.0,1,High,1,0,14.53335083891935,6.6293632534374485,Medium,Tier 1: High-Cost State,2,2711.6402116402114,Freehold_Condominium,1,Medium_Volume
Prima Setapak Flat,Setapak,Kuala Lumpur,Leasehold,"Flat, Condominium",350000.0,301.0,19,17500.0,1,Medium,0,0,12.765691290604371,5.71042701737487,Medium,Tier 1: High-Cost State,2,1162.7906976744187,"Leasehold_Flat, Condominium",1,Medium_Volume
The Spring,Jelutong,Penang,Leasehold,Condominium,520000.0,551.0,19,26000.0,1,High,0,0,13.161586013632684,6.313548046277095,Medium,Tier 2: Medium-Cost State,2,943.7386569872958,Leasehold_Condominium,0,Medium_Volume
Vista Lavender,Bandar Kinrara,Selangor,Leasehold,Apartment,200000.0,235.0,19,10000.0,1,Medium,0,0,12.206077645517674,5.4638318050256105,Medium,Tier 1: High-Cost State,2,851.063829787234,Leasehold_Apartment,0,Medium_Volume
The Capers @ Sentul East,Sentul,Kuala Lumpur,Freehold,Condominium,760000.0,590.0,19,38000.0,1,High,1,0,13.541075028051122,6.3818160174060985,Low,Tier 1: High-Cost State,2,1288.135593220339,Freehold_Condominium,1,Medium_Volume
Seri Mutiara,Setia Alam,Selangor,Freehold,Apartment,330000.0,348.0,19,16500.0,1,Medium,1,0,12.706850963741102,5.855071922202427,Medium,Tier 1: High-Cost State,2,948.2758620689655,Freehold_Apartment,0,Medium_Volume
Taman Penampang Apartment,Penampang,Sabah,Leasehold,Apartment,340000.0,336.0,19,17000.0,1,Medium,0,0,12.73670383776449,5.820082930352362,Low,Tier 3: Low-Cost State,2,1011.9047619047619,Leasehold_Apartment,0,Medium_Volume
Vista Seri Melalin,Tuaran,Sabah,Leasehold,Apartment,290000.0,287.0,19,14500.0,1,Medium,0,0,12.577639650232573,5.662960480135946,Low,Tier 3: Low-Cost State,2,1010.4529616724739,Leasehold_Apartment,0,Medium_Volume
Selesa I Resort Apartment (Pangsapuri Damai Mewah B),Kajang,Selangor,Freehold,Apartment,290000.0,302.0,19,14500.0,1,Medium,1,0,12.577639650232573,5.713732805509369,Medium,Tier 1: High-Cost State,2,960.2649006622516,Freehold_Apartment,0,Medium_Volume
Taman Ketiau,Penampang,Sabah,Leasehold,Flat,190000.0,284.0,19,9500.0,1,Medium,0,0,12.154784614286667,5.652489180268651,Low,Tier 3: Low-Cost State,2,669.0140845070423,Leasehold_Flat,0,Medium_Volume
Miami Green,Batu Ferringhi,Penang,Freehold,Condominium,530000.0,447.0,19,26500.0,1,High,1,0,13.180634172318978,6.104793232414985,Low,Tier 2: Medium-Cost State,2,1185.682326621924,Freehold_Condominium,0,Medium_Volume
Pelangi Heights,Klang,Selangor,Freehold,Apartment,375000.0,325.0,19,18750.0,1,Medium,1,0,12.834683971615659,5.786897381366708,High,Tier 1: High-Cost State,2,1153.8461538461538,Freehold_Apartment,0,Medium_Volume
Sandilands,Georgetown,Penang,Freehold,Condominium,838000.0,623.0,19,41900.0,1,High,1,1,13.63877457278093,6.436150368369428,Low,Tier 2: Medium-Cost State,2,1345.1043338683787,Freehold_Condominium,0,Medium_Volume
Taman Melor,Tampoi,Johor,Leasehold,Flat,115000.0,232.0,19,5750.0,1,Medium,0,0,11.652696102959753,5.4510384535657,Medium,Tier 1: High-Cost State,2,495.6896551724138,Leasehold_Flat,0,Medium_Volume
Apartment Dahlia,Serendah,Selangor,Freehold,Flat,65000.0,86.0,19,3250.0,1,Low,1,0,11.082157933374816,4.465908118654584,High,Tier 1: High-Cost State,2,755.8139534883721,Freehold_Flat,0,Medium_Volume
TAMAN PD UTAMA,Port Dickson,Negeri Sembilan,Freehold,Terrace House,195000.0,136.0,18,10263.157894736842,1,Low,1,0,12.180759965737863,4.919980925828125,Medium,Tier 2: Medium-Cost State,2,1433.8235294117646,Freehold_Terrace House,0,Medium_Volume
SS18,Subang Jaya,Selangor,Freehold,"Terrace House, Semi D",810000.0,463.0,18,42631.57894736842,1,High,1,0,13.60479076121576,6.139884552226255,High,Tier 1: High-Cost State,2,1749.4600431965443,"Freehold_Terrace House, Semi D",0,Medium_Volume
SS1 PETALING JAYA,Petaling Jaya,Selangor,Freehold,"Bungalow, Terrace House",1365000.0,310.0,18,71842.1052631579,1,Medium,1,0,14.126665719201661,5.739792912179234,Medium,Tier 1: High-Cost State,2,4403.225806451613,"Freehold_Bungalow, Terrace House",0,Medium_Volume
KAJANG 2,Semenyih,Selangor,Freehold,Terrace House,869000.0,603.0,18,45736.84210526316,1,High,1,0,13.675099554994853,6.403574197934815,Medium,Tier 1: High-Cost State,2,1441.1276948590382,Freehold_Terrace House,0,Medium_Volume
TAMAN JASA RIA (JESSELTON HILLS),Bukit Mertajam,Penang,Freehold,Semi D,1043800.0,336.0,18,54936.84210526316,1,Medium,1,0,13.85837941622893,5.820082930352362,Medium,Tier 2: Medium-Cost State,2,3106.5476190476193,Freehold_Semi D,0,Medium_Volume
TAMAN SEJATI LAKESIDE,Cyberjaya,Selangor,Freehold,Terrace House,1311150.0,587.0,18,69007.8947368421,1,High,1,0,14.086415935365695,6.376726947898627,Low,Tier 1: High-Cost State,2,2233.6456558773425,Freehold_Terrace House,0,Medium_Volume
TAMAN SERI DAGANG 3,Tanjong Duabelas,Selangor,Leasehold,"Semi D, Terrace House",386500.0,189.0,18,20342.105263157893,1,Low,0,0,12.864889734328388,5.247024072160486,Medium,Tier 1: High-Cost State,2,2044.973544973545,"Leasehold_Semi D, Terrace House",0,Medium_Volume
PERUMAHAN MAKMUR KUALA LANAR JAYA,Kuala Lipis,Pahang,Leasehold,Semi D,150000.0,48.0,18,7894.736842105263,1,Low,0,0,11.918397239722838,3.8918202981106265,Low,Tier 3: Low-Cost State,2,3125.0,Leasehold_Semi D,0,Medium_Volume
PEARL IMPIANA,Simpang Ampat,Penang,Freehold,"Terrace House, Semi D",637000.0,504.0,18,33526.31578947369,1,High,1,0,13.364526504411781,6.22455842927536,Medium,Tier 2: Medium-Cost State,2,1263.888888888889,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN JASA INTAN FASA II,Bukit Mertajam,Penang,Freehold,Terrace House,788800.0,434.0,18,41515.78947368421,1,High,1,0,13.578269350018237,6.075346031088684,Medium,Tier 2: Medium-Cost State,2,1817.5115207373271,Freehold_Terrace House,0,Medium_Volume
"P/L 1280, KAMPUNG KOLAM",Rompin,Pahang,Freehold,Terrace House,210000.0,129.0,18,11052.631578947368,1,Low,1,0,12.25486757159303,4.867534450455582,Low,Tier 3: Low-Cost State,2,1627.906976744186,Freehold_Terrace House,0,Medium_Volume
BK 2 - PERUMAHAN KINRARA,Bandar Kinrara,Selangor,Freehold,Terrace House,674000.0,463.0,18,35473.68421052631,1,High,1,0,13.420986873572868,6.139884552226255,Medium,Tier 1: High-Cost State,2,1455.7235421166306,Freehold_Terrace House,0,Medium_Volume
TAMAN SUNGAI RAMBAI DAMAI,Sungai Rambai,Melaka,Leasehold,Terrace House,304200.0,154.0,18,16010.526315789473,1,Low,0,0,12.625443946112906,5.043425116919247,Low,Tier 3: Low-Cost State,2,1975.3246753246754,Leasehold_Terrace House,0,Medium_Volume
TROPICANA GOLF & COUNTRY RESORT,Tropicana,Selangor,Leasehold,"Town House, Bungalow, Terrace House",2550000.0,580.0,18,134210.52631578947,1,High,0,0,14.751604309291395,6.364750756851911,Low,Tier 1: High-Cost State,2,4396.551724137931,"Leasehold_Town House, Bungalow, Terrace House",0,Medium_Volume
TAMAN MACHANG BUBOK,Bukit Mertajam,Penang,Freehold,Terrace House,480000.0,387.0,18,25263.157894736843,1,High,1,0,13.081543466215237,5.961005339623274,Medium,Tier 2: Medium-Cost State,2,1240.3100775193798,Freehold_Terrace House,0,Medium_Volume
TAMAN SUBANG MEWAH,Subang Jaya,Selangor,Leasehold,Terrace House,665000.0,370.0,18,35000.0,1,High,0,0,13.407543823396258,5.916202062607435,High,Tier 1: High-Cost State,2,1797.2972972972973,Leasehold_Terrace House,0,Medium_Volume
BUKIT ANGGERIK,Cheras,Kuala Lumpur,Leasehold,Terrace House,493000.0,308.0,18,25947.36842105263,1,Medium,0,0,13.108266481420335,5.733341276897746,High,Tier 1: High-Cost State,2,1600.6493506493507,Leasehold_Terrace House,1,Medium_Volume
TAMAN SIMPANG BERSATU,Taiping,Perak,Freehold,Terrace House,528800.0,317.0,18,27831.57894736842,1,Medium,1,0,13.178367458591955,5.762051382780177,Low,Tier 3: Low-Cost State,2,1668.1388012618297,Freehold_Terrace House,0,Medium_Volume
TAMAN IPOH JAYA,Ipoh,Perak,Leasehold,Terrace House,234000.0,250.0,18,12315.78947368421,1,Medium,0,0,12.36308066783498,5.5254529391317835,High,Tier 3: Low-Cost State,2,936.0,Leasehold_Terrace House,0,Medium_Volume
TAMAN BANDAR BARU LAHAT,Lahat,Perak,Leasehold,Terrace House,255100.0,239.0,18,13426.315789473685,1,Medium,0,0,12.44941482415358,5.480638923341991,Low,Tier 3: Low-Cost State,2,1067.3640167364017,Leasehold_Terrace House,0,Medium_Volume
BANDAR BARU SELAYANG,Selayang,Selangor,Leasehold,Terrace House,650000.0,396.0,18,34210.52631578947,1,High,0,0,13.384729180332174,5.983936280687191,Low,Tier 1: High-Cost State,2,1641.4141414141413,Leasehold_Terrace House,0,Medium_Volume
BANDAR MANJALARA,Bandar Menjalara,Kuala Lumpur,Leasehold,Terrace House,850000.0,599.0,18,44736.84210526316,1,High,0,0,13.652992804936396,6.396929655216146,Low,Tier 1: High-Cost State,2,1419.0317195325542,Leasehold_Terrace House,1,Medium_Volume
TAMAN SUNGAI BESI INDAH,Seri Kembangan,Selangor,"Leasehold, Freehold","Terrace House, Bungalow",480000.0,352.0,18,25263.157894736843,1,Medium,1,0,13.081543466215237,5.8664680569332965,Medium,Tier 1: High-Cost State,2,1363.6363636363637,"Leasehold, Freehold_Terrace House, Bungalow",0,Medium_Volume
TAMAN INTAN PERDANA,Telok Kemang,Negeri Sembilan,"Freehold, Leasehold",Terrace House,220000.0,154.0,18,11578.947368421053,1,Low,1,0,12.301387370778713,5.043425116919247,Low,Tier 2: Medium-Cost State,2,1428.5714285714287,"Freehold, Leasehold_Terrace House",0,Medium_Volume
MEDAN KLEBANG RESTU,Chemor,Perak,Freehold,Terrace House,235000.0,172.0,18,12368.421052631578,1,Low,1,0,12.367345048436391,5.153291594497779,Medium,Tier 3: Low-Cost State,2,1366.2790697674418,Freehold_Terrace House,0,Medium_Volume
TAMAN PERTAMA INDAH ~ JALAN BAKRI,Bakri,Johor,Freehold,Terrace House,820000.0,373.0,18,43157.89473684211,1,High,1,0,13.617060838751888,5.924255797414532,Low,Tier 1: High-Cost State,2,2198.3914209115283,Freehold_Terrace House,0,Medium_Volume
PRIMA SP BAIDURI (SP 1),Sungai Petani,Kedah,Freehold,Terrace House,270000.0,179.0,18,14210.526315789473,1,Low,1,0,12.506180941677357,5.19295685089021,High,Tier 3: Low-Cost State,2,1508.3798882681565,Freehold_Terrace House,0,Medium_Volume
DESA PINGGIRAN PUTRA,Dengkil,Selangor,Leasehold,"Bungalow, Terrace House",402500.0,203.0,18,21184.21052631579,1,Low,0,0,12.905452860309719,5.318119993844216,Medium,Tier 1: High-Cost State,2,1982.7586206896551,"Leasehold_Bungalow, Terrace House",0,Medium_Volume
PUTRAJAYA PRESINT 14,Putrajaya,Putrajaya,Freehold,"Bungalow, Terrace House",1260000.0,569.0,18,66315.78947368421,1,High,1,0,14.04662307257814,6.345636360828596,Low,Tier 1: High-Cost State,2,2214.4112478031634,"Freehold_Bungalow, Terrace House",0,Medium_Volume
TAMAN BEMBAN RAYA,Batu Gajah,Perak,Leasehold,Terrace House,238000.0,154.0,18,12526.315789473685,1,Low,0,0,12.380030154325457,5.043425116919247,Medium,Tier 3: Low-Cost State,2,1545.4545454545455,Leasehold_Terrace House,0,Medium_Volume
TAMAN DESA,Taman Desa,Kuala Lumpur,Freehold,Terrace House,1425000.0,672.0,18,75000.0,1,High,1,0,14.169683073439028,6.511745329644728,Low,Tier 1: High-Cost State,3,2120.535714285714,Freehold_Terrace House,1,Medium_Volume
TAMAN KEMPAS,Tampoi,Johor,Freehold,Terrace House,390000.0,311.0,18,20526.315789473683,1,Medium,1,0,12.873904582205107,5.7430031878094825,Medium,Tier 1: High-Cost State,2,1254.0192926045015,Freehold_Terrace House,0,Medium_Volume
PUTRAJAYA PRESINT 11,Putrajaya,Putrajaya,Freehold,"Semi D, Terrace House",880000.0,465.0,18,46315.78947368421,1,High,1,0,13.68767832281738,6.144185634125646,Low,Tier 1: High-Cost State,2,1892.47311827957,"Freehold_Semi D, Terrace House",0,Medium_Volume
TAMAN GEMBIRA,Klang,Selangor,Freehold,Terrace House,532500.0,323.0,18,28026.315789473683,1,Medium,1,0,13.185340054498226,5.780743515792329,High,Tier 1: High-Cost State,2,1648.6068111455108,Freehold_Terrace House,0,Medium_Volume
TAMAN SALAK IDAMAN,Sepang,Selangor,Freehold,Terrace House,396500.0,274.0,18,20868.42105263158,1,Medium,1,0,12.890433842121956,5.616771097666572,Medium,Tier 1: High-Cost State,2,1447.0802919708028,Freehold_Terrace House,0,Medium_Volume
Taman Desa Ilmu,Kota Samarahan,Sarawak,Leasehold,"Apartment, Flat",170000.0,259.0,18,8947.368421052632,1,Medium,0,0,12.04355959836804,5.560681631015528,Medium,Tier 2: Medium-Cost State,2,656.3706563706563,"Leasehold_Apartment, Flat",0,Medium_Volume
Impian Senibong Apartment,Permas Jaya,Johor,Leasehold,Apartment,375000.0,367.0,18,19736.842105263157,1,High,0,0,12.834683971615659,5.908082938168931,Medium,Tier 1: High-Cost State,2,1021.7983651226158,Leasehold_Apartment,0,Medium_Volume
Taman Bukit Jambul,Bukit Jambul,Penang,Freehold,Flat,263000.0,311.0,18,13842.105263157895,1,Medium,1,0,12.479913113434042,5.7430031878094825,Low,Tier 2: Medium-Cost State,2,845.6591639871383,Freehold_Flat,0,Medium_Volume
Tropez Residences,Johor Bahru,Johor,Freehold,Service Residence,395000.0,508.0,18,20789.473684210527,1,High,1,0,12.886643575525625,6.2324480165505225,High,Tier 1: High-Cost State,2,777.5590551181102,Freehold_Service Residence,0,Medium_Volume
Casa Subang,Subang Jaya,Selangor,Freehold,Service Residence,550000.0,516.0,18,28947.36842105263,1,High,1,0,13.217675375388819,6.248042874508429,High,Tier 1: High-Cost State,2,1065.891472868217,Freehold_Service Residence,0,Medium_Volume
The Pines Residence,Gelang Patah,Johor,Leasehold,Apartment,330000.0,325.0,18,17368.42105263158,1,Medium,0,0,12.706850963741102,5.786897381366708,Low,Tier 1: High-Cost State,2,1015.3846153846154,Leasehold_Apartment,0,Medium_Volume
Flat Taman Alam Megah,Shah Alam,Selangor,Freehold,Flat,169000.0,280.0,18,8894.736842105263,1,Medium,1,0,12.037659911047468,5.638354669333745,High,Tier 1: High-Cost State,2,603.5714285714286,Freehold_Flat,0,Medium_Volume
Forest Green,Bandar Sungai Long,Selangor,Freehold,Condominium,600000.0,599.0,18,31578.947368421053,1,High,1,0,13.304686600863562,6.396929655216146,Low,Tier 1: High-Cost State,2,1001.669449081803,Freehold_Condominium,0,Medium_Volume
Jentayu,Skudai,Johor,Freehold,Flat,130000.0,195.0,18,6842.105263157895,1,Low,1,0,11.775297421715827,5.278114659230517,High,Tier 1: High-Cost State,2,666.6666666666666,Freehold_Flat,0,Medium_Volume
Balau,Masai,Johor,Freehold,Flat,146000.0,228.0,18,7684.210526315789,1,Low,1,0,11.891368749982085,5.43372200355424,Medium,Tier 1: High-Cost State,2,640.3508771929825,Freehold_Flat,0,Medium_Volume
Park Avenue,Tampoi,Johor,Leasehold,Apartment,183750.0,267.0,18,9671.052631578947,1,Medium,0,0,12.121336859237145,5.5909869805108565,Medium,Tier 1: High-Cost State,2,688.2022471910112,Leasehold_Apartment,0,Medium_Volume
Amadesa Resort Condominium,Desa Petaling,Kuala Lumpur,Leasehold,Condominium,350000.0,323.0,18,18421.052631578947,1,Medium,0,0,12.765691290604371,5.780743515792329,Low,Tier 1: High-Cost State,2,1083.59133126935,Leasehold_Condominium,1,Medium_Volume
Angsana,Subang Jaya,Selangor,Leasehold,Flat,211000.0,321.0,18,11105.263157894737,1,Medium,0,0,12.259618151783465,5.7745515455444085,High,Tier 1: High-Cost State,2,657.3208722741433,Leasehold_Flat,0,Medium_Volume
PD Marina World Resort,Port Dickson,Negeri Sembilan,Freehold,Condominium,90500.0,138.0,18,4763.1578947368425,1,Low,1,0,11.413116179350727,4.9344739331306915,Medium,Tier 2: Medium-Cost State,2,655.7971014492754,Freehold_Condominium,0,Medium_Volume
10 Mont Kiara @ MK10,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3350000.0,897.0,18,176315.7894736842,1,High,1,0,15.024471202308668,6.8001700683022,Medium,Tier 1: High-Cost State,2,3734.671125975474,Freehold_Condominium,1,Medium_Volume
Pangsapuri Baiduri,Beranang,Selangor,Freehold,Flat,119000.0,170.0,18,6263.1578947368425,1,Low,1,0,11.686887175419702,5.14166355650266,Medium,Tier 1: High-Cost State,2,700.0,Freehold_Flat,0,Medium_Volume
Sky Oasis Residence (Pangsapuri Oasis 1),Johor Bahru,Johor,Freehold,Service Residence,400000.0,459.0,18,21052.63157894737,1,High,1,0,12.899222326086994,6.131226489483141,High,Tier 1: High-Cost State,2,871.4596949891068,Freehold_Service Residence,0,Medium_Volume
Sky Loft Premium Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,550000.0,442.0,18,28947.36842105263,1,High,1,0,13.217675375388819,6.093569770045136,High,Tier 1: High-Cost State,2,1244.343891402715,Freehold_Service Residence,0,Medium_Volume
Bukit Cheras,Cheras,Kuala Lumpur,Freehold,Flat,160000.0,263.0,18,8421.052631578947,1,Medium,1,0,11.982935344196433,5.575949103146316,High,Tier 1: High-Cost State,2,608.3650190114068,Freehold_Flat,1,Medium_Volume
Verve Suites KL South,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Service Residence,778800.0,1097.0,18,40989.47368421053,1,High,1,0,13.565510836506066,7.001245622069476,Medium,Tier 1: High-Cost State,2,709.9361896080219,Freehold_Service Residence,1,Medium_Volume
Seri Puteri Hills,Puchong,Selangor,Freehold,Condominium,1109000.0,686.0,18,58368.42105263158,1,High,1,0,13.918970168045353,6.532334292222349,High,Tier 1: High-Cost State,2,1616.6180758017492,Freehold_Condominium,0,Medium_Volume
TAMAN KULIM TECHNOCITY FASA 1,Kulim,Kedah,Freehold,Terrace House,320000.0,222.0,17,17777.777777777777,1,Low,1,0,12.676079399771027,5.407171771460119,Medium,Tier 3: Low-Cost State,2,1441.4414414414414,Freehold_Terrace House,0,Medium_Volume
SUNWAY ALAM SURIA,Shah Alam,Selangor,Leasehold,Terrace House,700000.0,395.0,17,38888.88888888889,1,High,0,0,13.45883704259595,5.981414211254481,High,Tier 1: High-Cost State,2,1772.1518987341772,Leasehold_Terrace House,0,Medium_Volume
SS21 DAMANSARA UTAMA,Petaling Jaya,Selangor,Freehold,Terrace House,1140000.0,689.0,17,63333.333333333336,1,High,1,0,13.946539697563276,6.536691597591305,Medium,Tier 1: High-Cost State,2,1654.5718432510885,Freehold_Terrace House,0,Medium_Volume
PJS 9,Bandar Sunway,Selangor,Leasehold,Terrace House,940000.0,549.0,17,52222.22222222222,1,High,0,0,13.753636218075409,6.309918278226516,Medium,Tier 1: High-Cost State,2,1712.2040072859745,Leasehold_Terrace House,0,Medium_Volume
NUSARI AMAN 2,Bandar Sri Sendayan,Negeri Sembilan,Freehold,"Semi D, Terrace House",500000.0,227.0,17,27777.777777777777,1,Low,1,0,13.122365377402328,5.429345628954441,Low,Tier 2: Medium-Cost State,2,2202.643171806167,"Freehold_Semi D, Terrace House",0,Medium_Volume
ECO HORIZON (FASA1),Batu Kawan,Penang,Freehold,Terrace House,1000000.0,556.0,17,55555.555555555555,1,High,1,0,13.815511557963774,6.322565239927284,Low,Tier 2: Medium-Cost State,2,1798.5611510791366,Freehold_Terrace House,0,Medium_Volume
HIJAUAN SELAYANG,Selayang,Selangor,Leasehold,Terrace House,1498800.0,1071.0,17,83266.66666666667,1,High,0,0,14.220176013101874,6.977281341630747,Low,Tier 1: High-Cost State,2,1399.4397759103642,Leasehold_Terrace House,0,Medium_Volume
TAMAN TOPAZ @ SELANGORKU,Dengkil,Selangor,Freehold,Terrace House,250000.0,192.0,17,13888.888888888889,1,Low,1,0,12.429220196836383,5.262690188904886,Medium,Tier 1: High-Cost State,2,1302.0833333333333,Freehold_Terrace House,0,Medium_Volume
TAMAN KUALA LIPIS,Kuala Lipis,Pahang,Freehold,Terrace House,275000.0,179.0,17,15277.777777777777,1,Low,1,0,12.524530013005734,5.19295685089021,Low,Tier 3: Low-Cost State,2,1536.3128491620112,Freehold_Terrace House,0,Medium_Volume
SENTRAL BEHRANG,Ulu Bernam,Perak,Leasehold,"Terrace House, Cluster House",398888.0,285.0,17,22160.444444444445,1,Medium,0,0,12.896438461679736,5.655991810819852,Low,Tier 3: Low-Cost State,2,1399.6070175438597,"Leasehold_Terrace House, Cluster House",0,Medium_Volume
