Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions,Price_per_Transaction,HighDemand,PriceTier,Freehold_Flag,Is_Central,Log_Median_Price,Log_Median_PSF,Area_Transaction_Intensity,State_Price_Tier,Township_Uniqueness_Index,Price_to_PSF_Ratio,Tenure_Type_Interaction,Is_Capital_City,Transaction_Volume_Flag
TROPICANA HEIGHTS,Kajang,Selangor,Freehold,"Town House, Terrace House",833300.0,455.0,17,46294.444444444445,1,High,1,0,13.63315020041758,6.1224928095143865,Medium,Tier 1: High-Cost State,2,1831.4285714285713,"Freehold_Town House, Terrace House",0,Medium_Volume
TAMAN JASMIN [SENAWANG],Senawang,Negeri Sembilan,Leasehold,"Town House, Terrace House",150000.0,153.0,17,8333.333333333334,1,Low,0,0,11.918397239722838,5.0369526024136295,Low,Tier 2: Medium-Cost State,2,980.3921568627451,"Leasehold_Town House, Terrace House",0,Medium_Volume
TAMAN CERMAI,Muar,Johor,Freehold,Terrace House,895000.0,630.0,17,49722.22222222222,1,High,1,0,13.704580114574805,6.447305862541213,Low,Tier 1: High-Cost State,2,1420.6349206349207,Freehold_Terrace House,0,Medium_Volume
TAMAN MANTAU INDAH,Seremban 2,Negeri Sembilan,Freehold,Terrace House,300000.0,200.0,17,16666.666666666668,1,Low,1,0,12.611541086966115,5.303304908059076,Low,Tier 2: Medium-Cost State,2,1500.0,Freehold_Terrace House,0,Medium_Volume
TAMAN WARISAN HIJAUAN,Dengkil,Selangor,"Leasehold, Freehold",Terrace House,493000.0,261.0,17,27388.88888888889,1,Medium,1,0,13.108266481420335,5.568344503761097,Medium,Tier 1: High-Cost State,2,1888.888888888889,"Leasehold, Freehold_Terrace House",0,Medium_Volume
SHAHZAN,Kuantan,Pahang,Freehold,Terrace House,310000.0,210.0,17,17222.222222222223,1,Low,1,0,12.644330802262578,5.351858133476067,High,Tier 3: Low-Cost State,2,1476.1904761904761,Freehold_Terrace House,0,Medium_Volume
BANDAR BARU BUKIT MENTOK,Kemaman,Terengganu,Leasehold,Terrace House,213000.0,113.0,17,11833.333333333334,1,Low,0,0,12.269052139516223,4.736198448394496,Low,Tier 2: Medium-Cost State,2,1884.9557522123894,Leasehold_Terrace House,0,Medium_Volume
TAMAN DESA BIDARA,Kuala Ketil,Kedah,Freehold,Terrace House,215000.0,144.0,17,11944.444444444445,1,Low,1,0,12.278397958261774,4.976733742420574,Low,Tier 3: Low-Cost State,2,1493.0555555555557,Freehold_Terrace House,0,Medium_Volume
SEKSYEN 8 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,590000.0,384.0,17,32777.77777777778,1,High,0,0,13.28787951079572,5.953243334287785,Medium,Tier 1: High-Cost State,2,1536.4583333333333,Leasehold_Terrace House,0,Medium_Volume
DANGA SUTERA,Skudai,Johor,Freehold,"Terrace House, Semi D",892000.0,531.0,17,49555.555555555555,1,High,1,0,13.70122253263775,6.2766434893416445,High,Tier 1: High-Cost State,2,1679.84934086629,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN DESA LANG INDAH,Ipoh,Perak,"Freehold, Leasehold",Terrace House,528800.0,315.0,17,29377.777777777777,1,Medium,1,0,13.178367458591955,5.755742213586912,High,Tier 3: Low-Cost State,2,1678.7301587301588,"Freehold, Leasehold_Terrace House",0,Medium_Volume
USJ 5,Subang Jaya,Selangor,Freehold,"Semi D, Bungalow, Terrace House",1600000.0,569.0,17,88888.88888888889,1,High,1,0,14.285514812209815,6.345636360828596,High,Tier 1: High-Cost State,2,2811.95079086116,"Freehold_Semi D, Bungalow, Terrace House",0,Medium_Volume
TAMAN PERMATA PENAWAR,Pengerang,Johor,Leasehold,Terrace House,386200.0,272.0,17,21455.555555555555,1,Medium,0,0,12.864113238305151,5.60947179518496,Low,Tier 1: High-Cost State,2,1419.8529411764705,Leasehold_Terrace House,0,Medium_Volume
TAMAN SRI UNAS 2,Muar,Johor,Freehold,"Bungalow, Semi D",394000.0,155.0,17,21888.88888888889,1,Low,1,0,12.884108726347916,5.049856007249537,Low,Tier 1: High-Cost State,2,2541.935483870968,"Freehold_Bungalow, Semi D",0,Medium_Volume
TAMAN HALAMAN INDAH,Sungai Jawi,Penang,Freehold,Terrace House,340000.0,248.0,17,18888.88888888889,1,Medium,1,0,12.73670383776449,5.517452896464707,Low,Tier 2: Medium-Cost State,2,1370.967741935484,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT MEWAH,Tampoi,Johor,Freehold,Terrace House,540000.0,415.0,17,30000.0,1,High,1,0,13.199326270390594,6.030685260261263,Medium,Tier 1: High-Cost State,2,1301.2048192771085,Freehold_Terrace House,0,Medium_Volume
TAMAN SCIENTEX KULAI 2,Kulai,Johor,Freehold,"Terrace House, Cluster House",440000.0,281.0,17,24444.444444444445,1,Medium,1,0,12.994532278619134,5.641907070938114,High,Tier 1: High-Cost State,2,1565.8362989323844,"Freehold_Terrace House, Cluster House",0,Medium_Volume
TAMAN DESA CEMPAKA,Nilai,Negeri Sembilan,Freehold,Terrace House,350000.0,200.0,17,19444.444444444445,1,Low,1,0,12.765691290604371,5.303304908059076,Medium,Tier 2: Medium-Cost State,2,1750.0,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI BAYU,Sepang,Selangor,Freehold,"Semi D, Terrace House",267000.0,123.0,17,14833.333333333334,1,Low,1,0,12.495007682693725,4.820281565605037,Medium,Tier 1: High-Cost State,2,2170.731707317073,"Freehold_Semi D, Terrace House",0,Medium_Volume
P/L 3214 JALAN KEBUN,Klang,Selangor,Freehold,Semi D,599800.0,248.0,17,33322.22222222222,1,Medium,1,0,13.304353212518063,5.517452896464707,High,Tier 1: High-Cost State,2,2418.548387096774,Freehold_Semi D,0,Medium_Volume
TAMAN SUTERA,Kulai,Johor,Freehold,Terrace House,360000.0,268.0,17,20000.0,1,Medium,1,0,12.793862088206213,5.594711379601839,High,Tier 1: High-Cost State,2,1343.2835820895523,Freehold_Terrace House,0,Medium_Volume
ARA DAMANSARA,Ara Damansara,Selangor,Freehold,"Bungalow, Terrace House",1300000.0,729.0,17,72222.22222222222,1,High,1,0,14.077875591662238,6.593044534142437,Low,Tier 1: High-Cost State,2,1783.264746227709,"Freehold_Bungalow, Terrace House",0,Medium_Volume
TAMAN SERAI WANGI,Padang Serai,Kedah,Freehold,Terrace House,270000.0,209.0,17,15000.0,1,Low,1,0,12.506180941677357,5.3471075307174685,Medium,Tier 3: Low-Cost State,2,1291.866028708134,Freehold_Terrace House,0,Medium_Volume
TAMAN LEMBAH MERBOK,Merbok,Kedah,Freehold,Terrace House,210000.0,150.0,17,11666.666666666666,1,Low,1,0,12.25486757159303,5.017279836814924,Low,Tier 3: Low-Cost State,2,1400.0,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI WANG,Sungai Petani,Kedah,Freehold,Terrace House,200000.0,177.0,17,11111.111111111111,1,Low,1,0,12.206077645517674,5.181783550292085,High,Tier 3: Low-Cost State,2,1129.9435028248588,Freehold_Terrace House,0,Medium_Volume
OFF JALAN MERU,Klang,Selangor,Freehold,Terrace House,500000.0,274.0,17,27777.777777777777,1,Medium,1,0,13.122365377402328,5.616771097666572,High,Tier 1: High-Cost State,2,1824.8175182481752,Freehold_Terrace House,0,Medium_Volume
USJ 9,Subang Jaya,Selangor,Freehold,Terrace House,850000.0,484.0,17,47222.22222222222,1,High,1,0,13.652992804936396,6.184148890937483,High,Tier 1: High-Cost State,2,1756.198347107438,Freehold_Terrace House,0,Medium_Volume
TAMAN PUCHONG INDAH,Puchong,Selangor,Leasehold,Terrace House,400000.0,334.0,17,22222.222222222223,1,Medium,0,0,12.899222326086994,5.814130531825066,High,Tier 1: High-Cost State,2,1197.6047904191616,Leasehold_Terrace House,0,Medium_Volume
TAMAN BERTAM SETIA,Tanjong Minyak,Melaka,Freehold,"Terrace House, Semi D",344000.0,203.0,17,19111.11111111111,1,Low,1,0,12.748399843328054,5.318119993844216,Medium,Tier 3: Low-Cost State,2,1694.5812807881773,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN KASTURI,Sitiawan,Perak,Freehold,Terrace House,623800.0,357.0,17,34655.555555555555,1,Medium,1,0,13.343586686232465,5.8805329864007,High,Tier 3: Low-Cost State,2,1747.3389355742297,Freehold_Terrace House,0,Medium_Volume
TAMAN MEWAH JAYA,Klang,Selangor,Freehold,Terrace House,450000.0,320.0,17,25000.0,1,Medium,1,0,13.017005083966255,5.771441123130016,High,Tier 1: High-Cost State,2,1406.25,Freehold_Terrace House,0,Medium_Volume
TAMAN VISTA KIRANA,Bukit Katil,Melaka,Leasehold,"Bungalow, Semi D",707000.0,136.0,17,39277.77777777778,1,Low,0,0,13.468787359304866,4.919980925828125,Medium,Tier 3: Low-Cost State,2,5198.529411764706,"Leasehold_Bungalow, Semi D",0,Medium_Volume
TAMAN AIR KEROH FASA 1-3,Bukit Katil,Melaka,Leasehold,Terrace House,220000.0,159.0,17,12222.222222222223,1,Low,0,0,12.301387370778713,5.075173815233827,Medium,Tier 3: Low-Cost State,2,1383.6477987421383,Leasehold_Terrace House,0,Medium_Volume
TABUAN HEIGHTS,Kuching,Sarawak,Freehold,Terrace House,700000.0,302.0,17,38888.88888888889,1,Medium,1,0,13.45883704259595,5.713732805509369,Medium,Tier 2: Medium-Cost State,2,2317.880794701987,Freehold_Terrace House,0,Medium_Volume
TAMAN MANTIN PUTRA,Mantin,Negeri Sembilan,Freehold,"Semi D, Terrace House",550000.0,160.0,17,30555.555555555555,1,Low,1,0,13.217675375388819,5.081404364984463,Low,Tier 2: Medium-Cost State,2,3437.5,"Freehold_Semi D, Terrace House",0,Medium_Volume
TWIN PALM,Cheras,Selangor,Freehold,Bungalow,2700000.0,506.0,17,150000.0,1,High,1,0,14.80876270134486,6.2285110035911835,High,Tier 1: High-Cost State,2,5335.96837944664,Freehold_Bungalow,0,Medium_Volume
TAMAN HILIR,Melaka City,Melaka,Freehold,Terrace House,430000.0,279.0,17,23888.88888888889,1,Medium,1,1,12.971542813248437,5.634789603169249,Low,Tier 3: Low-Cost State,2,1541.2186379928316,Freehold_Terrace House,0,Medium_Volume
REJANG PARK,Sibu,Sarawak,Leasehold,Terrace House,380000.0,197.0,17,21111.11111111111,1,Low,0,0,12.847929163278053,5.288267030694535,Low,Tier 2: Medium-Cost State,2,1928.9340101522844,Leasehold_Terrace House,0,Medium_Volume
TAMAN KAJANG UTAMA,Kajang,Selangor,Freehold,"Terrace House, Town House",410000.0,293.0,17,22777.777777777777,1,Medium,1,0,12.923914877701906,5.683579767338681,Medium,Tier 1: High-Cost State,2,1399.3174061433447,"Freehold_Terrace House, Town House",0,Medium_Volume
TAMAN LEMBAH PERMAI,Sungai Lalang,Kedah,Freehold,Terrace House,230000.0,147.0,17,12777.777777777777,1,Low,1,0,12.345838935721968,4.997212273764115,Low,Tier 3: Low-Cost State,2,1564.6258503401361,Freehold_Terrace House,0,Medium_Volume
TAMAN AUSTIN PERDANA,Tebrau,Johor,Freehold,"Semi D, Terrace House",670000.0,434.0,17,37222.22222222222,1,High,1,0,13.415034483903348,6.075346031088684,High,Tier 1: High-Cost State,2,1543.778801843318,"Freehold_Semi D, Terrace House",0,Medium_Volume
Perai Jaya,Perai,Penang,Leasehold,Flat,43000.0,73.0,17,2388.8888888888887,1,Low,0,0,10.668978650219241,4.30406509320417,Medium,Tier 2: Medium-Cost State,2,589.0410958904109,Leasehold_Flat,0,Medium_Volume
Casa Tropicana,Tropicana,Selangor,Leasehold,Condominium,540000.0,464.0,17,30000.0,1,High,0,0,13.199326270390594,6.142037405587356,Low,Tier 1: High-Cost State,2,1163.7931034482758,Leasehold_Condominium,0,Medium_Volume
The Pearl (Pearl Point),Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Condominium,400000.0,368.0,17,22222.222222222223,1,High,1,0,12.899222326086994,5.910796644040527,Medium,Tier 1: High-Cost State,2,1086.9565217391305,Freehold_Condominium,1,Medium_Volume
Epic Residence,Johor Bahru,Johor,"Freehold, Leasehold",Apartment,410000.0,328.0,17,22777.777777777777,1,Medium,1,0,12.923914877701906,5.796057750765372,High,Tier 1: High-Cost State,2,1250.0,"Freehold, Leasehold_Apartment",0,Medium_Volume
Gat Lebuh Macallum,Georgetown,Penang,Leasehold,Flat,175000.0,342.0,17,9722.222222222223,1,Medium,0,1,12.07254696717504,5.8377304471659395,Low,Tier 2: Medium-Cost State,2,511.69590643274853,Leasehold_Flat,0,Medium_Volume
Sri Putramas III / Royal Regent,Jalan Kuching,Kuala Lumpur,Freehold,Condominium,710000.0,455.0,17,39444.444444444445,1,High,1,0,13.47302165746721,6.1224928095143865,Low,Tier 1: High-Cost State,2,1560.4395604395604,Freehold_Condominium,1,Medium_Volume
Pangsapuri Permai,Sungai Besi,Kuala Lumpur,Leasehold,Apartment,210000.0,325.0,17,11666.666666666666,1,Medium,0,0,12.25486757159303,5.786897381366708,Low,Tier 1: High-Cost State,2,646.1538461538462,Leasehold_Apartment,1,Medium_Volume
Residensi Warnasari 3,Bandar Puncak Alam,Selangor,Leasehold,Apartment,185000.0,257.0,17,10277.777777777777,1,Medium,0,0,12.128116509451258,5.552959584921617,Low,Tier 1: High-Cost State,2,719.8443579766537,Leasehold_Apartment,0,Medium_Volume
The WaterEdge (Pinggiran Air),Permas Jaya,Johor,Freehold,Condominium,640000.0,555.0,17,35555.555555555555,1,High,1,0,13.369225017834633,6.320768294250582,Medium,Tier 1: High-Cost State,2,1153.1531531531532,Freehold_Condominium,0,Medium_Volume
Maisson,Ara Damansara,Selangor,Freehold,Service Residence,535000.0,619.0,17,29722.222222222223,1,High,1,0,13.190023895035274,6.429719478039138,Low,Tier 1: High-Cost State,2,864.297253634895,Freehold_Service Residence,0,Medium_Volume
Quayside Condominium,Tanjong Tokong,Penang,Freehold,Condominium,1510000.0,967.0,17,83888.88888888889,1,High,1,0,14.227620871042543,6.875232087276577,Low,Tier 2: Medium-Cost State,2,1561.53050672182,Freehold_Condominium,0,Medium_Volume
Danau Idaman,Taman Desa,Kuala Lumpur,Leasehold,Condominium,395000.0,422.0,17,21944.444444444445,1,High,0,0,12.886643575525625,6.0473721790462776,Low,Tier 1: High-Cost State,2,936.0189573459716,Leasehold_Condominium,1,Medium_Volume
Pangsapuri Wira,Cheras,Selangor,Freehold,Apartment,256000.0,313.0,17,14222.222222222223,1,Medium,1,0,12.45293662970407,5.749392985908253,High,Tier 1: High-Cost State,2,817.891373801917,Freehold_Apartment,0,Medium_Volume
Mewah View Luxurious Apartments,Tampoi,Johor,Freehold,Apartment,400000.0,292.0,17,22222.222222222223,1,Medium,1,0,12.899222326086994,5.680172609017068,Medium,Tier 1: High-Cost State,2,1369.86301369863,Freehold_Apartment,0,Medium_Volume
Sunny Ville Condominium,Gelugor,Penang,Freehold,Condominium,390000.0,420.0,17,21666.666666666668,1,High,1,0,12.873904582205107,6.042632833682381,Low,Tier 2: Medium-Cost State,2,928.5714285714286,Freehold_Condominium,0,Medium_Volume
Taman Desa Relau 2,Relau,Penang,Freehold,Apartment,290000.0,385.0,17,16111.111111111111,1,High,1,0,12.577639650232573,5.955837369464831,Low,Tier 2: Medium-Cost State,2,753.2467532467532,Freehold_Apartment,0,Medium_Volume
Seri Mengkuang,Gelang Patah,Johor,Leasehold,Apartment,180000.0,226.0,17,10000.0,1,Low,0,0,12.100717685412471,5.424950017481403,Low,Tier 1: High-Cost State,2,796.4601769911504,Leasehold_Apartment,0,Medium_Volume
Endah Villa,Sri Petaling,Kuala Lumpur,Leasehold,Condominium,360000.0,319.0,17,20000.0,1,Medium,0,0,12.793862088206213,5.768320995793772,Low,Tier 1: High-Cost State,2,1128.526645768025,Leasehold_Condominium,1,Medium_Volume
Pangsapuri Nusa Indah,Bukit Mertajam,Penang,Freehold,Apartment,130000.0,173.0,17,7222.222222222223,1,Low,1,0,11.775297421715827,5.159055299214529,Medium,Tier 2: Medium-Cost State,2,751.4450867052024,Freehold_Apartment,0,Medium_Volume
Impiana,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,460000.0,415.0,17,25555.555555555555,1,High,1,0,13.038983942375959,6.030685260261263,High,Tier 1: High-Cost State,2,1108.433734939759,Freehold_Apartment,0,Medium_Volume
D'Cassia,Semenyih,Selangor,Freehold,Apartment,260000.0,306.0,17,14444.444444444445,1,Medium,1,0,12.468440756144114,5.726847747587197,Medium,Tier 1: High-Cost State,2,849.6732026143791,Freehold_Apartment,0,Medium_Volume
Angkasa Apartment,Kota Kinabalu,Sabah,Leasehold,Apartment,300000.0,353.0,17,16666.666666666668,1,Medium,0,0,12.611541086966115,5.869296913133774,Medium,Tier 3: Low-Cost State,2,849.8583569405099,Leasehold_Apartment,0,Medium_Volume
Desa Palma,Nilai,Negeri Sembilan,Freehold,Apartment,180000.0,228.0,17,10000.0,1,Low,1,0,12.100717685412471,5.43372200355424,Medium,Tier 2: Medium-Cost State,2,789.4736842105264,Freehold_Apartment,0,Medium_Volume
Taman Soga,Batu Pahat,Johor,Freehold,Flat,85000.0,138.0,17,4722.222222222223,1,Low,1,0,11.350418300109132,4.9344739331306915,High,Tier 1: High-Cost State,2,615.9420289855072,Freehold_Flat,0,Medium_Volume
Menara U,Shah Alam,Selangor,Leasehold,Service Residence,335000.0,586.0,17,18611.11111111111,1,High,0,0,12.721888795877375,6.375024819828097,High,Tier 1: High-Cost State,2,571.6723549488055,Leasehold_Service Residence,0,Medium_Volume
Desa Green,Taman Desa,Kuala Lumpur,Freehold,Service Residence,480000.0,624.0,17,26666.666666666668,1,High,1,0,13.081543466215237,6.437751649736401,Low,Tier 1: High-Cost State,3,769.2307692307693,Freehold_Service Residence,1,Medium_Volume
Menara Menjalara,Bandar Menjalara,Kuala Lumpur,Freehold,Condominium,430000.0,400.0,17,23888.88888888889,1,High,1,0,12.971542813248437,5.993961427306569,Low,Tier 1: High-Cost State,2,1075.0,Freehold_Condominium,1,Medium_Volume
Kenari,Skudai,Johor,Freehold,Flat,130000.0,198.0,17,7222.222222222223,1,Low,1,0,11.775297421715827,5.293304824724492,High,Tier 1: High-Cost State,2,656.5656565656566,Freehold_Flat,0,Medium_Volume
Flat Bukit Indah,Iskandar Puteri (Nusajaya),Johor,Freehold,Flat,200000.0,266.0,17,11111.111111111111,1,Medium,1,0,12.206077645517674,5.58724865840025,High,Tier 1: High-Cost State,2,751.8796992481203,Freehold_Flat,0,Medium_Volume
Idaman Senibong,Permas Jaya,Johor,Leasehold,Apartment,290000.0,344.0,17,16111.111111111111,1,Medium,0,0,12.577639650232573,5.84354441703136,Medium,Tier 1: High-Cost State,2,843.0232558139535,Leasehold_Apartment,0,Medium_Volume
Taman Anika,Melaka City,Melaka,Leasehold,Flat,78000.0,138.0,17,4333.333333333333,1,Low,0,1,11.264476926102367,4.9344739331306915,Low,Tier 3: Low-Cost State,2,565.2173913043479,Leasehold_Flat,0,Medium_Volume
Verve Suites,Mont Kiara,Kuala Lumpur,Freehold,Service Residence,719000.0,885.0,17,39944.444444444445,1,High,1,0,13.4856180275228,6.786716950605081,Medium,Tier 1: High-Cost State,2,812.4293785310734,Freehold_Service Residence,1,Medium_Volume
Permas Ville Apartment,Permas Jaya,Johor,Freehold,Apartment,400000.0,345.0,17,22222.222222222223,1,Medium,1,0,12.899222326086994,5.846438775057725,Medium,Tier 1: High-Cost State,2,1159.4202898550725,Freehold_Apartment,0,Medium_Volume
Perdana Exclusive,Damansara Perdana,Selangor,Leasehold,Condominium,340000.0,380.0,17,18888.88888888889,1,High,0,0,12.73670383776449,5.942799375126701,Low,Tier 1: High-Cost State,2,894.7368421052631,Leasehold_Condominium,0,Medium_Volume
Leader Garden,Tanjung Bungah,Penang,Freehold,Condominium,440000.0,396.0,17,24444.444444444445,1,High,1,0,12.994532278619134,5.983936280687191,Low,Tier 2: Medium-Cost State,2,1111.111111111111,Freehold_Condominium,0,Medium_Volume
Saujana Apartment,Damansara Damai,Selangor,Leasehold,Apartment,220000.0,275.0,17,12222.222222222223,1,Medium,0,0,12.301387370778713,5.62040086571715,Low,Tier 1: High-Cost State,2,800.0,Leasehold_Apartment,0,Medium_Volume
The Sky Executive Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,460000.0,433.0,17,25555.555555555555,1,High,1,0,13.038983942375959,6.073044534100405,High,Tier 1: High-Cost State,2,1062.3556581986143,Freehold_Service Residence,0,Medium_Volume
Apartment Seri Tulip,Serendah,Selangor,Freehold,Apartment,160000.0,198.0,17,8888.888888888889,1,Low,1,0,11.982935344196433,5.293304824724492,High,Tier 1: High-Cost State,2,808.0808080808081,Freehold_Apartment,0,Medium_Volume
TAMAN PERMAIPURA,Bedong,Kedah,Freehold,Terrace House,362000.0,246.0,16,21294.117647058825,0,Medium,1,0,12.799402253235032,5.5093883366279774,Low,Tier 3: Low-Cost State,3,1471.5447154471544,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT INDAH,Ulu Klang,Selangor,Leasehold,"Bungalow, Terrace House",717500.0,548.0,16,42205.882352941175,0,High,0,0,13.483529620343164,6.3080984415095305,Low,Tier 1: High-Cost State,4,1309.3065693430658,"Leasehold_Bungalow, Terrace House",0,Medium_Volume
TAMAN TUNKU MAHERAN,Jitra,Kedah,Freehold,Terrace House,255000.0,168.0,16,15000.0,0,Low,1,0,12.449022745701502,5.1298987149230735,Low,Tier 3: Low-Cost State,2,1517.857142857143,Freehold_Terrace House,0,Medium_Volume
SS14,Subang Jaya,Selangor,Freehold,"Semi D, Terrace House",869000.0,390.0,16,51117.64705882353,0,High,1,0,13.675099554994853,5.968707559985366,High,Tier 1: High-Cost State,2,2228.2051282051284,"Freehold_Semi D, Terrace House",0,Medium_Volume
M RESIDENCE,Rawang,Selangor,Freehold,Terrace House,623400.0,360.0,16,36670.58823529412,0,Medium,1,0,13.3429452504206,5.8888779583328805,Medium,Tier 1: High-Cost State,2,1731.6666666666667,Freehold_Terrace House,0,Medium_Volume
TAMAN PENGKALAN MINYAK DAMAI,Ayer Molek,Melaka,Freehold,"Terrace House, Cluster House",337834.0,129.0,16,19872.58823529412,0,Low,1,0,12.730312889593025,4.867534450455582,Low,Tier 3: Low-Cost State,2,2618.8682170542634,"Freehold_Terrace House, Cluster House",0,Medium_Volume
HIJAYU 1,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,500000.0,283.0,16,29411.764705882353,0,Medium,1,0,13.122365377402328,5.648974238161206,Low,Tier 2: Medium-Cost State,2,1766.7844522968198,Freehold_Terrace House,0,Medium_Volume
"PRIMA PAHANG KAMPUNG BATU 6, LEPAR",Kuantan,Pahang,Leasehold,"Bungalow, Semi D",152660.0,51.0,16,8980.0,0,Low,0,0,11.935975055835396,3.9512437185814275,High,Tier 3: Low-Cost State,2,2993.3333333333335,"Leasehold_Bungalow, Semi D",0,Medium_Volume
